Scopus ID,Source ID,ISSN(IA),eISSN(IA),ISBN(IA),Title,Creator,Publication Name,Cover Date,Cited by #,Type,Subtype,Article number (IA),Volume(IA),DOI(IA),Affiliation(IA)
85188733596,21100411756,24058440,,,Towards the prospect of carbon-neutral power system 2060: A Power-Meteorology-Society systematic view,Ming H.,Heliyon,2024-03-30,0,Journal,Article,e27970,10,10.1016/j.heliyon.2024.e27970,Southeast University-Nanjing-China
85188699891,21101021772,1674764X,,,"GIS Analysis for Hazard Assessment of Drought Using SPI in Fars Province, Iran",Masoudi M.,Journal of Resources and Ecology,2024-03-30,0,Journal,Article,,15,10.5814/j.issn.1674-764x.2024.02.018,Shiraz University-Shiraz-Iran
85188540736,21100411756,24058440,,,“Salicylic acid enhances thermotolerance and antioxidant defense in Trigonella foenum graecum L. under heat stress”,Choudhary S.,Heliyon,2024-03-30,0,Journal,Article,e27227,10,10.1016/j.heliyon.2024.e27227,Aligarh Muslim University-Aligarh-India
85188529955,21100411756,24058440,,,How groundwater temperature is affected by climate change: A systematic review,Egidio E.,Heliyon,2024-03-30,0,Journal,Review,e27762,10,10.1016/j.heliyon.2024.e27762,Università degli Studi di Torino-Turin-Italy
85188436265,21100411756,24058440,,,A techno-economic analysis of diesel exhaust injection into mine tailings for carbon sequestration,Baidya D.,Heliyon,2024-03-30,0,Journal,Article,e27791,10,10.1016/j.heliyon.2024.e27791,The University of British Columbia-Vancouver-Canada
85188193691,21100411756,24058440,,,A prospective life cycle assessment of global ammonia decarbonisation scenarios,Boyce J.,Heliyon,2024-03-30,0,Journal,Article,e27547,10,10.1016/j.heliyon.2024.e27547,Universiteit Leiden-Leiden-Netherlands
85188008685,21100411756,24058440,,,Advanced technological adaptations can improve the energy-cum-carbon-efficiency of diverse rice production systems,Choudhary V.K.,Heliyon,2024-03-30,0,Journal,Article,e27691,10,10.1016/j.heliyon.2024.e27691,"ICAR - National Institute of Biotic Stress Management, Raipur-Raipur-IndiaxICAR - Directorate of Weed Research, Jabalpur-Jabalpur-India"
85187941917,21100411756,24058440,,,Simultaneous adsorption of fulvic acid and organic contaminants by KOH activated mesoporous biochar with large surface area,Hu M.,Heliyon,2024-03-30,0,Journal,Article,e27055,10,10.1016/j.heliyon.2024.e27055,Zhejiang University-Hangzhou-ChinaxMinistry of Education of the People's Republic of China-Beijing-ChinaxZhejiang Provincial Key Laboratory of Organic Pollution Process and Control-Hangzhou-China
85187687147,21100411756,24058440,,,Reducing energy and carbon footprint in semi-arid irrigated cropping systems through crop diversification,Bista D.,Heliyon,2024-03-30,0,Journal,Article,e27904,10,10.1016/j.heliyon.2024.e27904,New Mexico State University-Las Cruces-United States
85187576268,21100411756,24058440,,,"Rainfall trends and spatiotemporal patterns of meteorological drought in Menna watershed, northwestern Ethiopia",Enyew F.B.,Heliyon,2024-03-30,0,Journal,Article,e27919,10,10.1016/j.heliyon.2024.e27919,Kebri Dehar University-Kabridahar-Ethiopia
85187571103,21100411756,24058440,,,Agricultural drought research knowledge graph reasoning by using VOSviewer,Xiao F.,Heliyon,2024-03-30,0,Journal,Article,e27696,10,10.1016/j.heliyon.2024.e27696,China Meteorological Administration-Beijing-China
85187153337,25751,01979337,10969837,,Detection of slow-moving landslides through automated monitoring of surface deformation using Sentinel-2 satellite imagery,Van Wyk de Vries M.,Earth Surface Processes and Landforms,2024-03-30,0,Journal,Article,,49,10.1002/esp.5775,University of Cambridge-Cambridge-United KingdomxUniversity of Oxford-Oxford-United Kingdom
85185195165,22040,00092541,,,"Olenekian sulfur isotope records: Deciphering global trends, links to marine redox changes and faunal evolution",Edward O.,Chemical Geology,2024-03-30,0,Journal,Article,121984,649,10.1016/j.chemgeo.2024.121984,Université de Lausanne (UNIL)-Lausanne-Switzerland
85185159161,25155,03418162,,,Investigating the underlying drivers of vegetation dynamics in cold-arid mountainous,Xiao X.,Catena,2024-03-30,0,Journal,Article,107831,237,10.1016/j.catena.2024.107831,Lanzhou University-Lanzhou-China
85184929376,13507,08998418,10970088,,Winter warm spells over Italy: Spatial–temporal variation and large-scale atmospheric circulation,Di Bernardino A.,International Journal of Climatology,2024-03-30,0,Journal,Article,,44,10.1002/joc.8388,Sapienza Università di Roma-Rome-Italy
85184877825,29419,00448486,,,"Yield, nutrients uptake and lipid profile of the halophyte Salicornia ramosissima cultivated in two different integrated multi-trophic aquaculture systems (IMTA)",Castilla-Gavilán M.,Aquaculture,2024-03-30,0,Journal,Article,740547,583,10.1016/j.aquaculture.2024.740547,"Universidad de Sevilla-Sevilla-SpainxInstituto Andaluz de Investigación y Formación Agraria, Pesquera, Alimentaria y de la Producción Ecológica-Sevilla-Spain"
85184262039,13507,08998418,10970088,,Climatological features of rapidly intensifying tropical cyclones in the North Indian Ocean,Ranalkar M.R.,International Journal of Climatology,2024-03-30,0,Journal,Article,,44,10.1002/joc.8379,India Meteorological Department-New Delhi-India
85184235220,13507,08998418,10970088,,Climate risks to soy-maize double-cropping due to Amazon deforestation,Leite-Filho A.T.,International Journal of Climatology,2024-03-30,0,Journal,Article,,44,10.1002/joc.8381,Universidade Federal de Minas Gerais-Belo Horizonte-Brazil
85184233519,13507,08998418,10970088,,"Historical meteorological droughts over the CORDEX-CAM (Central America, Caribbean and Mexico) domain: Evaluating the simulation of dry hot spots with RegCM4",Andrade-Gómez L.,International Journal of Climatology,2024-03-30,0,Journal,Article,,44,10.1002/joc.8374,Centro de Investigacion Cientifica y de Educacion Superior de Ensenada-Ensenada-Mexico
85184176524,13507,08998418,10970088,,On magnitudes of rapid intensification and destruction of tropical cyclones over the North Indian Ocean,Nekkali Y.S.,International Journal of Climatology,2024-03-30,0,Journal,Article,,44,10.1002/joc.8372,National Institute of Technology Rourkela-Rourkela-India
85184175905,13507,08998418,10970088,,Uncertainty and outliers in high-resolution gridded precipitation products over eastern North America,Picart T.,International Journal of Climatology,2024-03-30,0,Journal,Article,,44,10.1002/joc.8369,Université du Québec à Montréal-Montreal-Canada
85184169708,13507,08998418,10970088,,Multiyear variability of cloud genera in Krakow in the context of changes in the thermal state of the North Atlantic,Marsz A.A.,International Journal of Climatology,2024-03-30,0,Journal,Article,,44,10.1002/joc.8376,Polish Geophysical Society-Gdansk-Poland
85183948444,29419,00448486,,,Aquaculture production and diversification: What causes what?,Chan H.L.,Aquaculture,2024-03-30,0,Journal,Article,740626,583,10.1016/j.aquaculture.2024.740626,NOAA Pacific Islands Fisheries Science Center-Honolulu-United States
85183858460,13507,08998418,10970088,,Evaluating the h-index as a climate metric for the Arabian Peninsula,Alghamdi A.S.,International Journal of Climatology,2024-03-30,0,Journal,Article,,44,10.1002/joc.8378,King Saud University-Riyadh-Saudi Arabia
85181147784,25155,03418162,,,Physico-chemical properties and toxicity of young proglacial soils in the Tropical Andes and Alps,Zimmer A.,Catena,2024-03-30,0,Journal,Article,107748,237,10.1016/j.catena.2023.107748,The University of Texas at Austin-Austin-United States
85169596892,21100400826,,2352152X,,Continuum modeling of high-temperature (&gt;1000 °C) heat extraction from a moving-bed oxidation reactor for thermochemical energy storage,Korba D.,Journal of Energy Storage,2024-03-30,2,Journal,Article,110579,82,10.1016/j.est.2024.110579,Bagley College of Engineering-Mississippi State-United States
85186733910,24443,09500618,,,Increased CO<inf>2</inf> fixation and reduced embodied energy of mycelium bio-composite materials grown on a mixed substrate over diurnal temperature cycles,Livne A.,Construction and Building Materials,2024-03-29,0,Journal,Article,135566,421,10.1016/j.conbuildmat.2024.135566,Ben-Gurion University of the Negev-Beer-Sheva-Israel
85188954301,29472,10275606,16077938,,On the timescale of drought indices for monitoring streamflow drought considering catchment hydrological regimes,Baez-Villanueva O.M.,Hydrology and Earth System Sciences,2024-03-28,0,Journal,Article,,28,10.5194/hess-28-1415-2024,Universiteit Gent-Ghent-BelgiumxTechnology Arts Sciences TH Köln-Koln-Germany
85188947785,27962,00948276,19448007,,Can Glacial Sea-Level Drop-Induced Gas Hydrate Dissociation Cause Submarine Landslides?,Liu J.,Geophysical Research Letters,2024-03-28,0,Journal,Article,e2023GL106772,51,10.1029/2023GL106772,South China Sea Institute of Oceanology-Guangzhou-China
85188911812,27962,00948276,19448007,,Can Topographic Effects on Solar Radiation Be Ignored: Evidence From the Tibetan Plateau,Xian Y.,Geophysical Research Letters,2024-03-28,0,Journal,Article,e2024GL108653,51,10.1029/2024GL108653,Southern Marine Science and Engineering Guangdong Laboratory-Zhuhai-China
85188903843,21206,00280836,14764687,,Five million years of Antarctic Circumpolar Current strength variability,Lamy F.,Nature,2024-03-28,0,Journal,Article,,627,10.1038/s41586-024-07143-3,MARUM – Zen­trum für Ma­ri­ne Um­welt­wis­sen­schaf­ten-Bremen-GermanyxAlfred-Wegener-Institut Helmholtz-Zentrum für Polar- und Meeresforschung-Bremerhaven-Germany
85188902849,4400151418,18149324,18149332,,A Greenland-wide empirical reconstruction of paleo ice sheet retreat informed by ice extent markers: PaleoGrIS version 1.0,Leger T.P.M.,Climate of the Past,2024-03-28,0,Journal,Article,,20,10.5194/cp-20-701-2024,The University of Sheffield-Sheffield-United Kingdom
85188860889,27962,00948276,19448007,,Quantifying Anthropogenic Influences on Global Wave Height Trend During 1961–2020 With Focus on Polar Ocean,Patra A.,Geophysical Research Letters,2024-03-28,0,Journal,Article,e2023GL106544,51,10.1029/2023GL106544,Université de Brest (UBO)-Brest-France
85188860508,27962,00948276,19448007,,Ocean Heat Content Increase of the Maritime Continent Since the 1990s,Jin Y.,Geophysical Research Letters,2024-03-28,0,Journal,Article,e2023GL107526,51,10.1029/2023GL107526,University of Chinese Academy of Sciences-Beijing-ChinaxInstitute of Oceanology Chinese Academy of Sciences-Qingdao-China
85188551428,27962,00948276,19448007,,The Indo-Pacific Rim at Risk: How Rossby Waves Contribute to Extreme Precipitation Clustering,Song Y.,Geophysical Research Letters,2024-03-28,0,Journal,Article,e2023GL107690,51,10.1029/2023GL107690,Hong Kong University of Science and Technology-Hong Kong-Hong Kong
85188550301,27962,00948276,19448007,,Reversal of Projected European Summer Precipitation Decline in a Stabilizing Climate,Dittus A.J.,Geophysical Research Letters,2024-03-28,0,Journal,Article,e2023GL107448,51,10.1029/2023GL107448,University of Reading-Reading-United Kingdom
85188544482,27962,00948276,19448007,,Decoding the Interplay Between Tidal Notch Geometry and Sea-Level Variability During the Last Interglacial (Marine Isotope Stage 5e) High Stand,Georgiou N.,Geophysical Research Letters,2024-03-28,0,Journal,Article,e2023GL106829,51,10.1029/2023GL106829,University of Patras-Rio-GreecexUniversità Ca' Foscari Venezia-Venice-Italy
85188540617,21101038508,2169897X,21698996,,Modulation of Tropical Convection-Circulation Interaction by Aerosol Indirect Effects in Convective Self-Aggregation Simulations of a Gray Zone Global Model,Su C.Y.,Journal of Geophysical Research: Atmospheres,2024-03-28,0,Journal,Article,e2023JD040190,129,10.1029/2023JD040190,National Taiwan University-Taipei-TaiwanxPennsylvania State University-University Park-United States
85188533343,21101038508,2169897X,21698996,,Constraints on Southern Ocean Shortwave Cloud Feedback From the Hydrological Cycle,Tan C.,Journal of Geophysical Research: Atmospheres,2024-03-28,0,Journal,Article,e2023JD040489,129,10.1029/2023JD040489,University of Wyoming-Laramie-United StatesxHunan Climate Center-Changsha-China
85188532542,27962,00948276,19448007,,Major Role of Marine Heatwave and Anthropogenic Climate Change on a Giant Hail Event in Spain,Martín M.L.,Geophysical Research Letters,2024-03-28,0,Journal,Article,e2023GL107632,51,10.1029/2023GL107632,Universidad Complutense de Madrid-Madrid-SpainxUniversidad de Valladolid-Valladolid-Spain
85188529565,27962,00948276,19448007,,Midlatitude Oceanic Fronts Strengthen the Hydrological Cycle Between Cyclones and Anticyclones,Okajima S.,Geophysical Research Letters,2024-03-28,0,Journal,Article,e2023GL106187,51,10.1029/2023GL106187,"University of Tokyo, Research Center for Advanced Science and Technology-Tokyo-Japan"
85188527698,21101038508,2169897X,21698996,,CloudSat Observations Show Enhanced Moisture Transport Events Increase Snowfall Rate and Frequency Over Antarctic Ice Sheet Basins,Rendfrey T.S.,Journal of Geophysical Research: Atmospheres,2024-03-28,0,Journal,Article,e2023JD040556,129,10.1029/2023JD040556,"University of Michigan, Ann Arbor-Ann Arbor-United States"
85188517202,21101038508,2169897X,21698996,,The Dipole Mode of Summer Wet-Bulb Temperature Over Eastern China and the Possible Mechanisms,He W.,Journal of Geophysical Research: Atmospheres,2024-03-28,0,Journal,Article,e2023JD040399,129,10.1029/2023JD040399,University of Chinese Academy of Sciences-Beijing-ChinaxInstitute of Atmospheric Physics Chinese Academy of Sciences-Beijing-China
85188515678,21101038508,2169897X,21698996,,Impact of Seesaw Spring Soil Moisture Anomalies in the Middle Latitudes on the General Circulation in Summer and Its Mechanism,Li K.,Journal of Geophysical Research: Atmospheres,2024-03-28,0,Journal,Article,e2023JD039450,129,10.1029/2023JD039450,Lanzhou University-Lanzhou-ChinaxShandong Agricultural University-Tai'an-China
85188509520,27962,00948276,19448007,,Strong Aerosol Absorption and Its Radiative Effects in Lhasa on the Tibetan Plateau,Wang S.,Geophysical Research Letters,2024-03-28,0,Journal,Article,e2023GL107833,51,10.1029/2023GL107833,Anhui Institute of Optics and Fine Mechanics-Hefei-China
85188423011,27962,00948276,19448007,,Drought Spatial Extent and Dependence Increase During Drought Propagation From the Atmosphere to the Hydrosphere,Brunner M.I.,Geophysical Research Letters,2024-03-28,0,Journal,Article,e2023GL107918,51,10.1029/2023GL107918,Institut für Atmosphäre und Klima-Zurich-SwitzerlandxWSL - Institut für Schnee- und Lawinenforschung SLF - Davos-Davos-SwitzerlandxExtremes and Natural Hazards in Alpine Regions Research Center CERC-Davos Dorf-Switzerland
85188357467,27962,00948276,19448007,,El Niño-La Niña Asymmetries in the Changes of ENSO Complexities and Dynamics Since 1990,Li X.,Geophysical Research Letters,2024-03-28,0,Journal,Article,e2023GL106395,51,10.1029/2023GL106395,"Nanjing University of Information Science &amp; Technology-Nanjing-ChinaxUniversity of California, Irvine-Irvine-United States"
85188353178,21101038508,2169897X,21698996,,Potential Impacts of Winter Arctic Sea Ice on Subsequent Spring Thermal Condition Over the Tibetan Plateau,Yu W.,Journal of Geophysical Research: Atmospheres,2024-03-28,0,Journal,Article,e2023JD040456,129,10.1029/2023JD040456,Sun Yat-Sen University-Guangzhou-China
85188342314,27962,00948276,19448007,,Responses of Atlantic Water Inflow Through Fram Strait to Arctic Storms,Long Z.,Geophysical Research Letters,2024-03-28,0,Journal,Article,e2023GL107777,51,10.1029/2023GL107777,"Bedford Institute of Oceanography, Fisheries and Oceans Canada-Dartmouth-Canada"
85187803744,27962,00948276,19448007,,Wildfire Smoke Directly Changes Biogenic Volatile Organic Emissions and Photosynthesis of Ponderosa Pines,Riches M.,Geophysical Research Letters,2024-03-28,0,Journal,Article,e2023GL106667,51,10.1029/2023GL106667,Colorado State University-Fort Collins-United States
85166508686,25793,00335894,10960287,,"A speleothem record of seasonality and moisture transport around the 8.2 ka event in Central Europe (Vacska Cave, Hungary)",Demény A.,Quaternary Research (United States),2024-03-28,0,Journal,Article,,118,10.1017/qua.2023.33,Institute for Geological and Geochemical Research-Budapest-HungaryxMagyar Tudomanyos Akademia-Budapest-Hungary
85188938414,21100777486,,23251026,,Spatio-temporal variability of small-scale leads based on helicopter maps of winter sea ice surface temperatures,Thielke L.,Elementa,2024-03-27,0,Journal,Article,12,12,10.1525/elementa.2023.00023,Universität Bremen-Bremen-Germany
85188919003,12091,16807316,16807324,,Identification of stratospheric disturbance information in China based on the round-Trip intelligent sounding system,He Y.,Atmospheric Chemistry and Physics,2024-03-27,0,Journal,Article,,24,10.5194/acp-24-3839-2024,National University of Defense Technology China-Changsha-China
85188916719,19900192023,21904979,21904987,,Solar radiation modification challenges decarbonization with renewable solar energy,Baur S.,Earth System Dynamics,2024-03-27,0,Journal,Article,,15,10.5194/esd-15-307-2024,Université de Toulouse-Toulouse-France
85188835262,29472,10275606,16077938,,Potential for historically unprecedented Australian droughts from natural variability and climate change,Falster G.M.,Hydrology and Earth System Sciences,2024-03-27,0,Journal,Article,,28,10.5194/hess-28-1383-2024,The Australian National University-Canberra-Australia
85188835235,21100197156,18671381,18678548,,"Version 8 IMK/IAA MIPAS measurements of CFC-11, CFC-12, and HCFC-22",Stiller G.P.,Atmospheric Measurement Techniques,2024-03-27,0,Journal,Article,,17,10.5194/amt-17-1759-2024,Karlsruher Institut für Technologie-Karlsruhe-Germany
85188775825,11700154363,19940416,19940424,,Sea-ice variations and trends during the Common Era in the Atlantic sector of the Arctic Ocean,Dauner A.L.L.,Cryosphere,2024-03-27,0,Journal,Article,,18,10.5194/tc-18-1399-2024,Helsingin Yliopisto-Helsinki-Finland
85188804857,11700154363,19940416,19940424,,Modeling the timing of Patagonian Ice Sheet retreat in the Chilean Lake District from 22-10 ka,Cuzzone J.,Cryosphere,2024-03-26,0,Journal,Article,,18,10.5194/tc-18-1381-2024,UCLA Joint Institute for Regional Earth System Science and Engineering-Los Angeles-United States
85188803490,4400151705,18120784,18120792,,Investigating extreme marine summers in the Mediterranean Sea,Denaxa D.,Ocean Science,2024-03-26,0,Journal,Article,,20,10.5194/os-20-433-2024,National and Kapodistrian University of Athens-Athens-GreecexHellenic Centre for Marine Research-Anavyssos-Greece
85188800138,28670,00167312,21948798,,Die another day: explanations based on qualitative comparative analysis (QCA) for the survival and non-survival of isolated ski lifts in Switzerland,Schlegel S.,Geographica Helvetica,2024-03-26,0,Journal,Article,,79,10.5194/gh-79-85-2024,Technische Universität Dortmund-Dortmund-Germany
85188155844,21537,0013936X,15205851,,Subsidizing Grid-Based Electrolytic Hydrogen Will Increase Greenhouse Gas Emissions in Coal Dominated Power Systems,Peng L.,Environmental Science and Technology,2024-03-26,0,Journal,Article,,58,10.1021/acs.est.3c03045,Princeton School of Public and International Affairs-Princeton-United States
85188111493,21100887535,25149326,,,The green library revolution: a catalyst for climate change action,Ajani Y.A.,Collection and Curation,2024-03-26,0,Journal,Article,,43,10.1108/CC-10-2023-0032,University of Ilorin-Ilorin-NigeriaxAl-Hikmah University-Ilorin-Nigeria
85187672142,21537,0013936X,15205851,,Temperature-Dependent Evaporative Anthropogenic VOC Emissions Significantly Exacerbate Regional Ozone Pollution,Wu W.,Environmental Science and Technology,2024-03-26,0,Journal,Article,,58,10.1021/acs.est.3c09122,Southern University of Science and Technology-Shenzhen-ChinaxUniversity of Leeds-Leeds-United Kingdom
85187652887,21537,0013936X,15205851,,Sustainable Blue Foods from Rice-Animal Coculture Systems,Wang R.,Environmental Science and Technology,2024-03-26,0,Journal,Article,,58,10.1021/acs.est.3c07660,Nanjing University-Nanjing-China
85186250138,25793,00335894,10960287,,"Tropical vegetation productivity and atmospheric methane over the last 40,000 years from model simulations and stalagmites in Sulawesi, Indonesia",Krause C.E.,Quaternary Research (United States),2024-03-26,0,Journal,Article,,118,10.1017/qua.2023.75,Geoscience Australia-Symonston-AustraliaxThe Australian National University-Canberra-Australia
85186069967,21537,0013936X,15205851,,Climate Impacts of Hydrogen and Methane Emissions Can Considerably Reduce the Climate Benefits across Key Hydrogen Use Cases and Time Scales,Sun T.,Environmental Science and Technology,2024-03-26,0,Journal,Article,,58,10.1021/acs.est.3c09030,"Environmental Defense Fund-Washington, D.C.-United States"
85188815245,27846,13231650,14486059,,"Environmental conditions on the Pacific halibut fishing grounds obtained from a decade of coastwide oceanographic monitoring, and the potential application of these data in stock analyses",Sadorus L.L.,Marine and Freshwater Research,2024-03-25,0,Journal,Article,MF23175,75,10.1071/MF23175,International Pacific Halibut Commission-Seattle-United States
85188802520,21100284918,18663508,18663516,,"A synthesis of Global Streamflow Characteristics, Hydrometeorology, and Catchment Attributes (GSHA) for large sample river-centric studies",Yin Z.,Earth System Science Data,2024-03-25,0,Journal,Data Paper,,16,10.5194/essd-16-1559-2024,Peking University-Beijing-ChinaxSouthwest United Graduate School-Yunnan-ChinaxInternational Research Center of Big Data for Sustainable Development Goals-Beijing-China
85188787546,29472,10275606,16077938,,Empirical stream thermal sensitivity cluster on the landscape according to geology and climate,McGill L.M.,Hydrology and Earth System Sciences,2024-03-25,0,Journal,Article,,28,10.5194/hess-28-1351-2024,University of Washington-Seattle-United States
85187711055,21100248891,,21680485,,Improving the Sustainability of Electrochemical Direct Air Capture in a 3D Printed Redox Flow Cell,Wenger S.R.,ACS Sustainable Chemistry and Engineering,2024-03-25,0,Journal,Article,,12,10.1021/acssuschemeng.3c07866,Faculty of Science-Sydney-AustraliaxFaculty of Engineering-Sydney-Australia
85187022687,21101205930,,,9781003307280,The retirement challenge,Lowe J.,"Global Pension Challenges: Pensions, Saving and Retirement in the Twenty-First Century",2024-03-25,0,Book,Book Chapter,,,10.4324/9781003307280-2,The Open University-Milton Keynes-United Kingdom
85186604018,19167,09596526,,,Unveiling the green horizon: A bibliometric analysis of global foreign direct investment research and its emphasis on climate change,Raza M.S.,Journal of Cleaner Production,2024-03-25,0,Journal,Article,141338,446,10.1016/j.jclepro.2024.141338,Nanjing University of Information Science &amp; Technology-Nanjing-China
85186517750,19167,09596526,,,"Analysing the interplay between energy transition, resource consumption, deforestation, and environmental factors on agricultural productivity: Insights from APEC countries",Zhou Z.,Journal of Cleaner Production,2024-03-25,0,Journal,Article,141408,446,10.1016/j.jclepro.2024.141408,Hunan University of Finance and Economics-Changsha-China
85186489903,19167,09596526,,,Proposal and simulation of a geothermal-driven water electrolysis unit integrated with a CO<inf>2</inf> methanation process toward a novel sustainable framework,Dai Z.,Journal of Cleaner Production,2024-03-25,0,Journal,Article,141393,446,10.1016/j.jclepro.2024.141393,Hunan City University-Yiyang-China
85184518323,25349,00489697,18791026,,Short-term robust plant overcompensatory growth was observed in a degraded alpine meadow on the southeastern Qinghai-Tibetan Plateau,Ma Y.,Science of the Total Environment,2024-03-25,0,Journal,Article,170607,918,10.1016/j.scitotenv.2024.170607,Southwest Forestry University-Kunming-ChinaxChinese Academy of Agricultural Sciences-Beijing-China
85184517349,25349,00489697,18791026,,Reducing greenhouse gas intensity using a mixture of controlled-release urea and common urea combining suitable maize varieties in a summer maize system,Ma M.,Science of the Total Environment,2024-03-25,1,Journal,Article,170628,918,10.1016/j.scitotenv.2024.170628,Henan Agricultural University-Zhengzhou-China
85184517065,25349,00489697,18791026,,Diurnal patterns of spatial stream temperature variations reveal the need for integrating thermal heterogeneity in riverscape habitat restoration,Pander J.,Science of the Total Environment,2024-03-25,0,Journal,Article,170786,918,10.1016/j.scitotenv.2024.170786,Technische Universität München-Munich-Germany
85184153194,25349,00489697,18791026,,Revealing the spatiotemporal patterns of water vapor and its link to North Atlantic Oscillation over Greenland using GPS and ERA5 data,Liu Y.,Science of the Total Environment,2024-03-25,0,Journal,Article,170596,918,10.1016/j.scitotenv.2024.170596,Wuhan University-Wuhan-China
85184149509,25349,00489697,18791026,,Land management policy shift influenced seasonal variation of erosion-induced nitrogen and phosphorus outputs from intensive agricultural catchment,Lu Z.,Science of the Total Environment,2024-03-25,0,Journal,Article,170590,918,10.1016/j.scitotenv.2024.170590,Chinese Academy of Agricultural Sciences-Beijing-China
85184148797,25349,00489697,18791026,,Enhancement of carbon sink in the main marginal sea ice zone by cold season Arctic cyclones,Liu Y.,Science of the Total Environment,2024-03-25,0,Journal,Article,170637,918,10.1016/j.scitotenv.2024.170637,Nanjing University of Information Science &amp; Technology-Nanjing-China
85184147967,25349,00489697,18791026,,Growth of tree (Pinus sylvestris) and shrub (Amelanchier ovalis) species is constrained by drought with higher shrub sensitivity in dry sites,Gazol A.,Science of the Total Environment,2024-03-25,0,Journal,Article,170539,918,10.1016/j.scitotenv.2024.170539,CSIC - Instituto Pirenaico de Ecología-Zaragoza-Spain
85184147749,25349,00489697,18791026,,Incorporating climate-readiness into fisheries management strategies,Talbot E.,Science of the Total Environment,2024-03-25,0,Journal,Article,170684,918,10.1016/j.scitotenv.2024.170684,Plymouth Marine Laboratory-Plymouth-United Kingdom
85184144874,25349,00489697,18791026,,Bubbles dominated the significant spatiotemporal variability and accumulation of methane concentrations in an ice-covered reservoir,Jin Y.,Science of the Total Environment,2024-03-25,0,Journal,Article,170362,918,10.1016/j.scitotenv.2024.170362,Dalian University of Technology-Dalian-China
85184143660,25349,00489697,18791026,,Impact of coppicing on microclimate and understorey vegetation diversity in an ancient Mediterranean oak forest,Santi I.,Science of the Total Environment,2024-03-25,0,Journal,Article,170531,918,10.1016/j.scitotenv.2024.170531,Università degli Studi di Firenze-Florence-Italy
85184143080,25349,00489697,18791026,,Strategies for regulating the intensity of different cyanobacterial blooms: Insights from the dynamics and stability of bacterioplankton communities,Zheng B.,Science of the Total Environment,2024-03-25,0,Journal,Article,170707,918,10.1016/j.scitotenv.2024.170707,Southwest University-Chongqing-China
85184140377,25349,00489697,18791026,,"Nitrate dynamics in the streamwater-groundwater interaction system: Sources, fate, and controls",Xia Y.,Science of the Total Environment,2024-03-25,0,Journal,Article,170574,918,10.1016/j.scitotenv.2024.170574,Northwest A&amp;F University-Yangling-China
85184140092,25349,00489697,18791026,,Soil warming affects sap flow and stomatal gas exchange through altering functional traits in a subtropical forest,Hu W.,Science of the Total Environment,2024-03-25,0,Journal,Article,170581,918,10.1016/j.scitotenv.2024.170581,South China Botanical Garden-Guangzhou-ChinaxUniversity of Chinese Academy of Sciences-Beijing-China
85184124540,13602,09628436,14712970,,Thyroid hormone links environmental signals to DNA methylation,Seebacher F.,Philosophical Transactions of the Royal Society B: Biological Sciences,2024-03-25,1,Journal,Review,20220506,379,10.1098/rstb.2022.0506,The University of Sydney-Sydney-Australia
85184117355,13602,09628436,14712970,,Fish reproduction in a warming world: vulnerable points in hormone regulation from sex determination to spawning,Lema S.C.,Philosophical Transactions of the Royal Society B: Biological Sciences,2024-03-25,3,Journal,Review,20220516,379,10.1098/rstb.2022.0516,"California Polytechnic State University, San Luis Obispo-San Luis Obispo-United States"
85184102202,13602,09628436,14712970,,Endocrine–circadian interactions in birds: implications when nights are no longer dark,Helm B.,Philosophical Transactions of the Royal Society B: Biological Sciences,2024-03-25,1,Journal,Review,20220514,379,10.1098/rstb.2022.0514,Swiss Ornithological Institute-Sempach-Switzerland
85184099346,13602,09628436,14712970,,Climate change and its effects on body size and shape: The role of endocrine mechanisms,Names G.R.,Philosophical Transactions of the Royal Society B: Biological Sciences,2024-03-25,1,Journal,Article,20220509,379,10.1098/rstb.2022.0509,North Dakota State University-Fargo-United StatesxCalifornia Lutheran University-Thousand Oaks-United States
85184097495,13602,09628436,14712970,,Endocrine flexibility can facilitate or constrain the ability to cope with global change,Taff C.C.,Philosophical Transactions of the Royal Society B: Biological Sciences,2024-03-25,2,Journal,Article,20220502,379,10.1098/rstb.2022.0502,Cornell University-Ithaca-United States
85184093380,13602,09628436,14712970,,Endocrine responses to environmental variation,Little A.G.,Philosophical Transactions of the Royal Society B: Biological Sciences,2024-03-25,0,Journal,Review,20220515,379,10.1098/rstb.2022.0515,McMaster University-Hamilton-Canada
85184026909,25349,00489697,18791026,,Bioenergetic status of swordfish (Xiphias gladius) during the El Niño Southern Oscillation (ENSO) in the Southeast Pacific Ocean: An interannual scale,Lazo-Andrade J.,Science of the Total Environment,2024-03-25,0,Journal,Article,170354,918,10.1016/j.scitotenv.2024.170354,Universidad Catolica de la Santisima Concepcion-Concepcion-Chile
85183994495,25349,00489697,18791026,,Effects of intercropping on soil greenhouse gas emissions - A global meta-analysis,Gui D.,Science of the Total Environment,2024-03-25,0,Journal,Article,170632,918,10.1016/j.scitotenv.2024.170632,Kunming University of Science and Technology-Kunming-China
85183979495,25349,00489697,18791026,,Spatio-temporal characteristics and driving mechanism of land degradation sensitivity in Northwest China,Zhang L.,Science of the Total Environment,2024-03-25,0,Journal,Article,170403,918,10.1016/j.scitotenv.2024.170403,Chang'an University-Xi'an-China
